sector,period,period_order,sector_health_score,corporate_health_score_median,sector_growth_score,growth_score_median,sector_profitability_score,profitability_score_median,sector_cash_conversion_score,cash_conversion_score_median,sector_working_capital_stress,working_capital_stress_score_median,sector_leverage_stress,leverage_stress_score_median,sector_balance_sheet_score,balance_sheet_resilience_score_median,sector_capital_allocation_score,capital_allocation_score_median,sector_matrix_consistency_score,matrix_consistency_score_median,company_count,sector_health_trend_yoy,sector_diffusion_label
Insurance,2025Q3,8103,44.08683439621223,44.08683439621223,45.40816326530612,45.40816326530612,12.653061224489797,12.653061224489797,84.08163265306123,84.08163265306123,49.93993800051666,49.93993800051666,73.19105547667239,73.19105547667239,39.652713038985546,39.652713038985546,62.40544217687075,62.40544217687075,70.86494413956139,70.86494413956139,1,-5.985428396015287,Weakening
Oil & Gas,2025Q3,8103,33.85286112628108,33.85286112628108,40.64625850340136,40.64625850340136,21.83673469387755,21.83673469387755,27.244897959183675,27.244897959183675,60.68780676827693,60.68780676827693,57.36592434279362,57.36592434279362,50.1925239122739,50.1925239122739,46.96462585034014,46.96462585034014,69.75456906410392,69.75456906410392,2,-26.233903471929835,Stress
Personal & Household Goods,2025Q3,8103,49.36355544785296,49.36355544785296,37.84013605442177,37.84013605442177,52.55102040816327,52.55102040816327,32.44897959183673,32.44897959183673,54.42521312322397,54.42521312322397,30.561013453509048,30.561013453509048,70.08996934553188,70.08996934553188,51.7265306122449,51.7265306122449,74.15170991321543,74.15170991321543,2,-16.514092314322056,Mixed / Divergent
Real Estate,2025Q3,8103,49.71580377172635,50.188943560421095,50.0,43.518518518518526,50.0,54.44444444444444,50.0,51.111111111111114,50.0,47.22222222222223,49.33350533195735,52.083333333333336,50.3788747467798,51.729302832244,49.80994152046784,49.777777777777786,66.22953342948134,65.74654492507821,19,-1.7726049675187454,Mixed / Divergent
Retail,2025Q3,8103,50.05313379108037,58.290029712271675,50.0,33.333333333333336,50.0,30.0,50.0,70.0,50.0,50.0,50.0,58.333333333333336,50.0,50.0,50.0,50.0,75.56346266179476,72.6305495805968,3,-1.5218207460474957,Mixed / Divergent
Technology,2025Q3,8103,51.410216977120236,51.410216977120236,43.79251700680272,43.79251700680272,49.48979591836735,49.48979591836735,53.06122448979592,53.06122448979592,44.8671208989925,44.8671208989925,44.398108216619875,44.398108216619875,57.71761698013762,57.71761698013762,44.98775510204082,44.98775510204082,77.52725466240935,77.52725466240935,2,-8.61851831560471,Mixed / Divergent
Travel & Leisure,2025Q3,8103,52.19492650535981,52.19492650535981,42.60204081632653,42.60204081632653,55.30612244897959,55.30612244897959,44.795918367346935,44.795918367346935,38.770020666494446,38.770020666494446,41.17403573580073,41.17403573580073,56.67467115962056,56.67467115962056,52.52380952380952,52.52380952380952,68.67060623815297,68.67060623815297,2,-15.012077116566921,Mixed / Divergent
Utilities,2025Q3,8103,50.13926623175788,47.35651868532262,50.0,50.0,50.0,60.0,50.0,50.0,50.0,45.0,48.333333333333336,42.08333333333333,51.11111111111111,50.0,50.0,50.0,68.90971257776,69.18630055388763,6,-1.3482818734093485,Mixed / Divergent
Banks,2025Q4,8104,49.77597010073926,49.98225718969621,50.0,50.0,50.0,48.82352941176471,50.0,47.64705882352941,50.0,47.05882352941177,50.0,48.03921568627452,50.0,52.205882352941174,50.0,48.529411764705884,70.54153241032652,70.54557414152455,18,-1.9078081130280964,Mixed / Divergent
Basic Resources,2025Q4,8104,49.537544588645204,54.13418643163318,49.99999999999999,55.55555555555554,49.999999999999986,53.333333333333314,50.0,46.66666666666667,50.0,50.0,50.0,36.11111111111111,50.0,42.59259259259259,50.0,50.0,65.89223310836019,69.56937540752196,4,-1.7973334929287859,Mixed / Divergent
Chemicals,2025Q4,8104,49.689476300297905,54.391274563133855,50.0,37.5,50.0,45.0,50.0,50.0,50.0,56.25,50.0,50.0,50.0,61.111111111111114,50.0,50.0,68.85490264288056,68.5631131596822,5,-1.8139903828183392,Mixed / Divergent
Construction & Materials,2025Q4,8104,49.78684625013959,54.46040162613987,50.0,45.833333333333336,50.0,47.5,50.0,55.0,50.0,53.125,50.0,54.166666666666664,50.0,53.47222222222222,50.0,45.0,70.75361740647884,72.10639048799302,9,-1.795766827212944,Mixed / Divergent
Financial Services,2025Q4,8104,48.37466083196162,51.64950715546972,50.0,52.083333333333336,50.0,47.5,50.0,57.5,50.0,50.0,53.973765432098766,55.357142857142854,47.55428791887125,45.982142857142854,50.104166666666664,50.71428571428571,62.26609020147219,64.0094304211391,9,-1.522808981497647,Mixed / Divergent
Food & Beverage,2025Q4,8104,49.85009137195262,55.30823174675953,50.0,46.29629629629629,50.0,46.66666666666667,50.0,50.0,50.0,54.16666666666666,50.0,41.20370370370371,50.0,48.76543209876543,50.33333333333333,50.97222222222222,71.32023109691642,72.58916982523299,10,-1.7817380123425437,Mixed / Divergent
Health Care,2025Q4,8104,52.837224450733785,52.837224450733785,31.292517006802715,31.292517006802715,56.938775510204074,56.938775510204074,32.244897959183675,32.244897959183675,44.27215189873418,44.27215189873418,23.64941370133614,23.64941370133614,81.07416762430165,81.07416762430165,50.94421768707483,50.94421768707483,75.69249519496901,75.69249519496901,1,-3.02783587522962,Mixed / Divergent
Industrial Goods & Services,2025Q4,8104,49.50617712362478,46.93436704800709,50.0,48.33333333333333,50.0,44.0,50.0,48.0,50.0,50.0,50.0,56.66666666666667,50.0,46.66666666666667,50.0,52.0,65.2805673015297,65.04654912634501,6,-2.012235276698597,Mixed / Divergent
Insurance,2025Q4,8104,42.557591772925,42.557591772925,49.48979591836735,49.48979591836735,14.081632653061224,14.081632653061224,65.91836734693877,65.91836734693877,38.766468612761564,38.766468612761564,74.33334932109322,74.33334932109322,38.06751263183918,38.06751263183918,58.88979591836735,58.88979591836735,69.65144451166134,69.65144451166134,1,-6.414605345032868,Weakening
Oil & Gas,2025Q4,8104,42.53255091894067,42.53255091894067,47.61904761904762,47.61904761904762,22.755102040816325,22.755102040816325,44.897959183673464,44.897959183673464,48.789395505037454,48.789395505037454,48.15990895111335,48.15990895111335,48.58877089766942,48.58877089766942,42.20952380952381,42.20952380952381,81.24987325394983,81.24987325394983,2,-7.549983426330584,Weakening
Personal & Household Goods,2025Q4,8104,53.006697507042944,53.006697507042944,45.23809523809524,45.23809523809524,54.48979591836735,54.48979591836735,32.55102040816327,32.55102040816327,47.12412813226556,47.12412813226556,25.487401577155353,25.487401577155353,69.97697777469789,69.97697777469789,47.19863945578231,47.19863945578231,72.6933768383202,72.6933768383202,2,-1.903316532569633,Mixed / Divergent
Real Estate,2025Q4,8104,49.665552439451425,48.167752407650404,50.0,52.77777777777777,50.0,53.33333333333333,50.0,45.55555555555556,50.0,45.83333333333333,49.8469212246302,49.21568627450981,50.28451439055154,51.80192447349311,49.91959064327486,51.55555555555556,67.23642638982788,69.81473947929747,19,-1.7294697236386085,Mixed / Divergent
Retail,2025Q4,8104,50.03744908366084,57.45497233410067,50.0,33.333333333333336,50.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,61.111111111111114,50.0,60.0,75.6403745690326,70.65750624449576,3,-1.798369087092233,Mixed / Divergent
Technology,2025Q4,8104,48.33340395191015,48.33340395191015,45.408163265306115,45.408163265306115,48.97959183673469,48.97959183673469,47.142857142857146,47.142857142857146,49.22177731852234,49.22177731852234,51.0706283685547,51.0706283685547,53.98335191748646,53.98335191748646,46.58231292517007,46.58231292517007,76.6434047333916,76.6434047333916,2,-9.609451200293968,Mixed / Divergent
Travel & Leisure,2025Q4,8104,55.738057810045575,55.738057810045575,56.46258503401361,56.46258503401361,56.326530612244895,56.326530612244895,46.53061224489796,46.53061224489796,38.10341858262292,38.10341858262292,46.063922305178586,46.063922305178586,56.1877450972509,56.1877450972509,52.155102040816324,52.155102040816324,72.68937484753715,72.68937484753715,2,-5.464386738832829,Mixed Improvement
Utilities,2025Q4,8104,50.06474925243046,48.07156136900105,50.0,50.0,50.0,62.0,50.0,50.0,50.0,47.5,48.05555555555555,48.33333333333333,51.00529100529101,54.44444444444444,50.0,50.0,67.32352171878449,67.5741245918421,6,-0.9461111608440049,Mixed / Divergent
Banks,2026Q1,8105,50.51660100702222,51.316873972652644,50.0,56.86274509803922,50.0,55.29411764705882,50.0,51.17647058823529,50.0,41.1764705882353,50.0,53.92156862745098,50.0,47.794117647058826,50.0,50.73529411764706,72.2593240351067,73.16097154453618,18,-1.0516633838871172,Mixed / Divergent
Basic Resources,2026Q1,8105,50.01009609954279,51.71469237068746,49.99999999999999,49.999999999999986,50.0,53.33333333333333,49.99999999999999,46.66666666666666,49.99999999999999,45.83333333333333,50.0,44.44444444444444,50.0,38.888888888888886,50.0,59.99999999999999,62.382474481113626,58.974399904007086,4,-1.3362013415946876,Mixed / Divergent
Chemicals,2026Q1,8105,50.0543374284955,47.25110014748649,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.833333333333336,50.0,63.888888888888886,50.0,55.0,63.245180732685796,60.097101779172334,5,-1.7286964510839553,Mixed / Divergent
Construction & Materials,2026Q1,8105,50.48419128603715,51.47167376288099,50.0,54.166666666666664,50.0,50.0,50.0,55.0,50.0,53.125,50.0,54.166666666666664,50.0,51.388888888888886,50.0,52.5,71.62733422902701,72.70857309065735,9,-0.9842140038270486,Mixed / Divergent
Financial Services,2026Q1,8105,49.25892481968834,43.50702161017122,50.0,57.291666666666664,50.0,45.0,50.0,47.5,50.0,50.0,53.279320987654316,55.80357142857142,47.366898148148145,45.96560846560846,50.173611111111114,50.0,65.12467509843327,62.94043009522636,9,-0.2934978887176882,Mixed / Divergent
Food & Beverage,2026Q1,8105,50.661535385735036,55.31953771070421,50.0,48.14814814814814,50.0,43.33333333333333,50.0,46.666666666666664,50.0,45.833333333333336,50.0,44.44444444444444,50.0,44.75308641975309,50.38888888888889,46.52777777777778,74.30776774622161,77.45264830804777,10,-0.7608651992794933,Mixed / Divergent
Health Care,2026Q1,8105,58.29023695789995,58.29023695789995,25.68027210884354,25.68027210884354,56.122448979591844,56.122448979591844,51.632653061224495,51.632653061224495,41.527383105140785,41.527383105140785,11.043274492049273,11.043274492049273,79.39679669336088,79.39679669336088,52.88979591836735,52.88979591836735,78.1655064577579,78.1655064577579,1,-0.17792149593597628,Mixed Improvement
Industrial Goods & Services,2026Q1,8105,50.15869598273517,51.90278790856083,50.0,56.666666666666664,50.0,44.0,50.0,54.0,50.0,47.5,50.0,51.66666666666667,50.0,41.111111111111114,50.0,48.0,65.28017333527836,68.40053234061219,6,-1.1233903041677067,Mixed / Divergent
Insurance,2026Q1,8105,38.1341016164487,38.1341016164487,42.3469387755102,42.3469387755102,14.489795918367346,14.489795918367346,46.734693877551024,46.734693877551024,27.644019633169723,27.644019633169723,76.02611460954127,76.02611460954127,36.25999333777482,36.25999333777482,58.481632653061226,58.481632653061226,59.43499594652822,59.43499594652822,1,-10.006683753025506,Weakening
Oil & Gas,2026Q1,8105,49.13259919993441,49.13259919993441,61.054421768707485,61.054421768707485,20.20408163265306,20.20408163265306,55.91836734693879,55.91836734693879,55.085572203564965,55.085572203564965,42.363486273124025,42.363486273124025,49.39215126423654,49.39215126423654,50.52925170068027,50.52925170068027,78.62159172878113,78.62159172878113,2,8.230472814520574,Mixed / Divergent
Personal & Household Goods,2026Q1,8105,65.4770226333133,65.4770226333133,63.94557823129252,63.94557823129252,56.020408163265316,56.020408163265316,51.0204081632653,51.0204081632653,38.18037974683544,38.18037974683544,22.067938624039016,22.067938624039016,72.51914445547261,72.51914445547261,48.13333333333333,48.13333333333333,83.01735832111788,83.01735832111788,2,14.904428687826439,Broad Improvement
Real Estate,2026Q1,8105,49.99560583586172,48.90386768161102,50.0,50.0,50.0,51.1111111111111,50.0,50.0,50.0,48.611111111111114,50.03898635477583,47.1677559912854,50.17259584145549,51.41612200435729,49.780701754385966,49.777777777777786,62.13768226014662,60.74143738131075,19,-1.414564099403492,Mixed / Divergent
Retail,2026Q1,8105,50.368441167814545,49.338472853028975,50.0,58.333333333333336,50.0,40.0,50.0,40.0,50.0,50.0,50.0,41.666666666666664,50.0,61.111111111111114,50.0,40.0,69.37020604199526,68.77083974628385,3,-1.5855806983939615,Mixed / Divergent
Technology,2026Q1,8105,47.46122199910962,47.46122199910962,32.993197278911566,32.993197278911566,48.87755102040816,48.87755102040816,48.163265306122454,48.163265306122454,35.76724360630328,35.76724360630328,48.13159175040515,48.13159175040515,53.32006175776995,53.32006175776995,38.65986394557824,38.65986394557824,73.96675131238572,73.96675131238572,2,-9.77242690776768,Mixed / Divergent
Travel & Leisure,2026Q1,8105,55.566183911434216,55.566183911434216,43.62244897959184,43.62244897959184,57.44897959183673,57.44897959183673,52.755102040816325,52.755102040816325,36.16518126237837,36.16518126237837,44.82859475455596,44.82859475455596,58.763994827333555,58.763994827333555,52.469387755102034,52.469387755102034,73.54822576480231,73.54822576480231,2,-6.532429444779943,Mixed Improvement
Utilities,2026Q1,8105,50.717750271966935,47.836336765994616,50.0,40.0,50.0,58.0,50.0,44.0,50.0,47.5,48.05555555555555,46.25,51.00529100529101,52.22222222222222,50.0,52.0,67.33252988451456,67.28234393989806,6,-0.7380818732046066,Mixed / Divergent
